L,a,b
12.88066708704713,0.7132078784851115,-0.5067989651483584
12.88066708704713,0.7132078784851115,-0.5067989651483584
12.88066708704713,0.7132078784851115,-0.5067989651483584
12.88066708704713,0.7132078784851115,-0.5067989651483584
12.88066708704713,0.7132078784851115,-0.5067989651483584
12.88066708704713,0.7132078784851115,-0.5067989651483584
12.88066708704713,0.7132078784851115,-0.5067989651483584
12.88066708704713,0.7132078784851115,-0.5067989651483584
12.88066708704713,0.7132078784851115,-0.5067989651483584
12.88066708704713,0.7132078784851115,-0.5067989651483584
12.88066708704713,0.7132078784851115,-0.5067989651483584
