L,a,b
1239.8063,187.27129,-142.30663
1156.707,175.63687,-132.49205
1133.2274,171.6022,-129.11447
642.5037,107.10383,-71.49004
1036.009,153.27426,-114.97501
1165.7362,175.81505,-133.22987
