L,a,b
-60.950775,-15.50669,-1.0439743
-31.518074,-9.386547,0.87327576
-63.750244,-16.161495,-1.2137442
-5.0911417,-3.18775,2.6019049
-2.2075512,-2.6059246,2.76971
