L,a,b
16.76035137543809,0.9337412566008396,-1.1432140783771083
16.76035137543809,0.9337412566008396,-1.1432140783771083
16.76035137543809,0.9337412566008396,-1.1432140783771083
16.76035137543809,0.9337412566008396,-1.1432140783771083
16.76035137543809,0.9337412566008396,-1.1432140783771083
16.76035137543809,0.9337412566008396,-1.1432140783771083
16.76035137543809,0.9337412566008396,-1.1432140783771083
16.76035137543809,0.9337412566008396,-1.1432140783771083
16.76035137543809,0.9337412566008396,-1.1432140783771083
16.76035137543809,0.9337412566008396,-1.1432140783771083
16.76035137543809,0.9337412566008396,-1.1432140783771083
