L,a,b
-6.054332,-3.3894324,2.5346253
-7.712835,-3.70942,2.4265604
-64.34701,-16.154142,-1.3304651
-67.358536,-16.91709,-1.5019706
-65.889565,-16.545893,-1.4252884
