L,a,b
17.738931057920603,1.171770404686412,-1.781103556074326
75.44336820818069,-3.5979814727692405,-1.812325889904609
79.05837070685156,-3.7587201648877633,-1.2973252508157618
14.89035835715288,1.1991038878903515,-1.8203540619869396
47.23169833240185,-1.6302555224908533,-2.443068303239615
