L,a,b
-8.011405,-3.7374814,2.4055696
-63.40241,-16.130983,-1.3049932
-67.083855,-17.06771,-1.5135578
-5.459968,-3.1719384,2.5684347
-35.143764,-9.699076,0.6401654
