L,a,b
81.4520420462839,-4.156867932828545,-3.1177186058481965
81.4520420462839,-4.156867932828545,-3.1177186058481965
81.4520420462839,-4.156867932828545,-3.1177186058481965
81.4520420462839,-4.156867932828545,-3.1177186058481965
81.4520420462839,-4.156867932828545,-3.1177186058481965
81.4520420462839,-4.156867932828545,-3.1177186058481965
81.4520420462839,-4.156867932828545,-3.1177186058481965
81.4520420462839,-4.156867932828545,-3.1177186058481965
81.4520420462839,-4.156867932828545,-3.1177186058481965
81.4520420462839,-4.156867932828545,-3.1177186058481965
81.4520420462839,-4.156867932828545,-3.1177186058481965
