B,G,R
198.14713780918729,197.91328621908127,209.566925795053
178.8383985973115,169.3778492109877,168.62624196376387
110.08290155440415,94.97538860103627,116.29679404145078
208.8997559107878,208.3046329089691,214.97812769216046
