L,a,b
14.447050664546627,1.460650202702557,-2.4881553962092684
14.447050664546627,1.460650202702557,-2.4881553962092684
14.447050664546627,1.460650202702557,-2.4881553962092684
14.447050664546627,1.460650202702557,-2.4881553962092684
14.447050664546627,1.460650202702557,-2.4881553962092684
14.447050664546627,1.460650202702557,-2.4881553962092684
14.447050664546627,1.460650202702557,-2.4881553962092684
14.447050664546627,1.460650202702557,-2.4881553962092684
14.447050664546627,1.460650202702557,-2.4881553962092684
14.447050664546627,1.460650202702557,-2.4881553962092684
14.447050664546627,1.460650202702557,-2.4881553962092684
