L,a,b
196.50995222929936,196.92137738853503,206.95315817409767
131.79870557261958,117.15050460728389,131.41893374286968
205.22977707814962,205.2582135784289,213.33478901132383
209.8669129531286,209.67831909489723,216.54827984299237
