L,a,b
300.56555,-33.41097,-13.387517
278.24994,-59.493477,0.34182385
413.15158,-56.96955,-28.068724
439.1104,-46.86794,-20.818487
208.85764,-15.528582,-4.1440616
498.81042,-69.14909,-32.7342
