L,a,b
498.1129,-69.14452,-32.814346
523.284,-71.983665,-33.087776
369.90106,-57.271435,-20.015467
300.12402,-29.19645,-10.877466
484.45288,-66.55398,-31.579672
505.2808,-70.45459,-33.377026
