L,a,b
203.77028591787655,203.8461744009976,212.3623407856061
213.76769690927216,212.40478564307077,213.38733798604187
209.16747631770707,209.17731357784797,217.122965751761
206.386656019874,206.4524886877828,214.56720787862656
195.48260133892447,195.98741999558598,206.38578680203048
131.20122699386505,116.25354155047407,130.2951477969883
