L,a,b
60.291878,0.36435255,1.683822
60.291878,0.36435255,1.683822
60.291878,0.36435255,1.683822
60.291878,0.36435255,1.683822
60.291878,0.36435255,1.683822
60.291878,0.36435255,1.683822
60.291878,0.36435255,1.683822
60.291878,0.36435255,1.683822
60.291878,0.36435255,1.683822
60.291878,0.36435255,1.683822
60.291878,0.36435255,1.683822
