L,a,b
857.3915,-403.47372,-30.435532
668.6012,-313.26883,-9.611389
801.67487,-375.7966,-27.306532
323.14996,-131.97258,-7.9261503
749.13763,-351.43103,-22.963758
447.09634,-194.47446,-13.551248
713.0298,-332.85153,-20.36681
546.98773,-232.25752,-24.899055
189.47191,-64.12483,-1.9397422
626.9646,-284.69348,-22.272776
